show_id,created_by_type_id
909,31824
909,28183
115996,7337
44570,7923
50664,24961
71727,24582
45886,20218
45886,5336
108154,23103
138455,30093
32736,24886
32736,19852
31389,3110
5325,25273
203281,1318
125438,20392
125438,18868
11191,651
83043,22656
41072,12424
211261,8443
4395,13089
4395,21634
157221,19566
157221,28381
68888,21954
68888,27576
592,8376
592,12127
2718,24764
2718,20152
4015,27243
156240,10264
45909,25170
45909,22710
213635,7924
214997,16673
214997,29916
8344,29534
68250,30016
205788,25629
13941,21041
87919,4501
87919,25943
5225,24436
64793,17493
3317,25352
3317,14748
37807,7022
155534,11395
155534,1513
75680,1193
3425,22214
3425,1662
41132,25877
222559,3823
222559,30979
13712,15098
115569,7232
67111,7117
67111,14056
55029,27127
4971,14845
75383,5987
112159,10443
62284,23890
157059,20664
157059,18260
87387,948
5200,6976
5200,1361
22366,30760
93288,7015
134174,2529
81712,7487
139086,2333
46829,28582
105848,16066
105848,2438
75907,5803
62229,21933
114413,19961
114413,23858
87407,10700
87407,2106
68435,15294
114841,434
20790,29361
20790,5766
44761,1058
116761,5118
90720,8660
17385,1267
96547,26726
96547,580
76463,22074
123381,16013
123381,31613
4529,876
134364,14315
134364,17859
67716,7608
232,8597
83611,28608
67387,15342
67387,17645
64607,25634
4695,13622
70514,8597
64291,21932
76566,18345
76566,21282
58552,10861
47320,15951
47320,29224
65134,8691
65134,11087
65134,9626
229153,2829
229153,16421
229153,18571
130738,5133
60941,15758
60941,17324
60941,3364
100425,30723
70566,10802
101200,14097
71702,21862
68848,31746
70596,3329
70596,17243
9922,9252
9922,15148
4568,8466
69857,14620
14951,26307
14951,1430
83235,3539
79991,17353
6279,8460
64379,2927
64379,25523
84282,12896
84282,579
100762,16340
100762,1293
3275,1812
13885,8835
60697,16853
133355,4758
996,29359
121695,2434
214162,22055
214162,16529
214162,11390
2494,11860
2494,19567
35942,10210
98888,27792
127987,19121
99112,14639
104714,4543
207374,8730
201213,21237
68610,12518
34052,4565
156993,19286
19889,23768
19889,731
61816,6560
61816,7191
9777,1709
9777,10055
3921,16354
92150,4739
4382,12446
217945,15100
70344,8107
70344,20347
82183,27592
82183,8854
36473,19864
82695,30783
82695,4166
59617,18451
65353,22950
65353,3813
65353,31540
96198,17073
4106,20615
4106,3364
48000,5881
48000,31065
61541,27718
61541,15704
61541,1256
68569,12696
81315,10432
81315,21840
16386,28751
16386,22368
51425,7610
216445,2983
38952,19083
4190,220
66774,28891
66774,17041
124411,5357
124411,6158
64084,27614
64084,29596
64084,4862
72544,14606
2544,21958
57284,6164
57284,26989
61343,11402
65536,5863
65536,23803
82501,21831
210269,17006
2472,10150
137206,28596
137206,16543
5343,10523
117162,27268
207311,11534
207311,23589
129631,1980
90768,2056
109456,24400
4217,19792
4217,23405
4217,9944
89672,21749
65650,11022
66437,21907
66437,22114
75768,28922
15123,30769
70490,28397
70490,31762
70490,30868
64198,25756
64198,21428
34163,3511
3394,10217
37867,21238
4531,27136
4531,30883
13436,6583
216604,27456
10543,319
869,23717
869,1175
899,10910
68498,3888
93737,30719
964,9905
127390,19443
72874,24764
72874,20152
3003,10675
68796,17593
81991,13285
70456,13816
3887,11130
3887,10960
58951,29953
34579,18418
38189,31808
105521,12595
89899,616
89899,7060
37548,24876
202,20636
77412,17165
84299,25722
84299,28386
201852,28321
73552,8669
60782,20447
204698,14606
12748,25781
93095,25659
32722,20635
65681,2136
65681,29504
65681,25026
39892,17733
2999,12436
79792,8481
79792,29701
79792,5727
79792,11819
10370,23329
10370,19970
10370,29856
12516,19012
65938,21564
125118,23573
125118,24467
79323,22536
72442,9412
196214,2382
196214,11601
43755,13858
43755,10641
61462,19884
96049,735
79897,16262
110,28265
31179,30798
31179,10104
135794,25331
135794,26866
135794,15082
56401,27757
4275,4397
207470,20137
87598,20223
10020,13657
47091,6142
100379,23103
100379,23809
100379,30965
104022,6108
70337,15684
70337,5263
80459,14062
1850,4543
1850,17586
1850,8909
34152,7128
83149,11335
83149,29651
1455,3228
1455,18616
2142,22809
2142,31406
40110,19903
40110,15145
40110,28978
66306,6706
156866,22420
81494,26803
43189,30267
2802,3328
2802,5540
126824,6945
126824,26391
126824,21556
126824,15886
126824,12993
126824,7018
4451,19364
204304,27833
76284,11382
97428,820
79005,22068
34142,15063
62130,14774
35579,24882
107692,5258
57607,27752
87356,486
67082,19093
67082,22422
135670,24676
155547,14821
47745,7818
47745,6578
60860,15078
431,7775
65312,26389
65312,9519
65312,11350
18892,11021
89642,8539
194573,25557
194573,8379
194573,3492
225226,12392
225226,1583
82193,27869
88570,15293
71302,2604
59574,28697
108353,10203
108353,11685
108353,17507
108353,28479
108353,6125
108353,20093
73012,7181
73012,24489
65836,14163
6550,10957
6550,29201
26324,10453
66263,23924
71713,4094
71713,14996
61393,24122
61393,9212
31283,28980
31283,10358
65835,2660
114703,737
38112,11447
134967,21394
71496,14335
6353,16625
86605,19765
90254,4102
110758,30101
219066,11189
45927,9506
45270,3532
119064,5398
99815,28567
1925,14967
132925,1834
62810,6340
106674,25960
97535,723
97535,6010
121567,12066
53536,20883
6074,4896
6074,25504
1062,1254
1062,11165
1062,24386
158258,27002
129057,10525
129057,10071
119142,23103
106173,2779
6526,16661
202886,30927
2419,20212
2419,866
112489,2922
60877,1756
41322,362
67106,12225
67106,4136
210239,15542
210239,10650
85712,27198
211746,12001
211746,643
211746,4154
6592,1172
76318,2166
40903,20114
49071,14891
3288,3554
67307,4921
62652,28344
749,30367
2936,12782
2936,6845
63699,24364
63699,28607
63699,18256
2979,14682
71904,27124
71904,27079
12832,14602
68171,22364
68171,18155
68171,19894
46596,18013
117327,25611
117327,13521
81500,14688
106449,25081
3743,12563
3743,23797
46621,7366
46621,26256
66384,9816
66384,15079
66384,9766
66384,7732
96652,16392
68833,1981
139280,25812
139280,7171
216795,25329
146102,13660
146102,1896
68761,8982
2373,31739
2373,10970
2255,20868
61928,10150
61867,31746
705,28370
70581,14181
70581,14796
42032,18158
28032,5821
28032,31536
3114,10957
51665,5265
71367,2547
70311,21639
712,11467
45388,65
45388,2281
34406,17709
34406,19047
122015,19826
32675,25228
86632,20385
93842,13110
2641,22681
44318,16349
58057,23601
58057,6946
58057,10451
58057,19063
35236,2390
33123,29564
33123,17561
2294,27289
2294,12804
257,31063
257,18170
136368,31709
136368,8416
10494,14870
9895,30257
9895,19247
105169,6597
105169,25920
13800,31622
37618,22351
37618,8706
37618,25809
65448,17482
74826,6140
2302,12781
98078,1415
90319,29295
90319,10898
1439,16473
136365,8392
46941,10023
97488,31681
5576,25856
64589,18116
64589,18731
31575,27344
49007,31380
49007,1901
325,5008
78685,24141
3576,3470
66281,9281
30688,27693
30688,26980
32752,29997
32752,30397
32752,5220
66517,5075
6798,28210
6798,24240
6798,27105
6798,14349
6798,10270
40050,11496
227512,1217
227512,31417
138395,31768
9215,25413
9215,25400
86830,2430
19835,609
11328,31739
11328,10970
94755,7608
81802,12692
71884,2846
71884,5226
71884,25724
129676,20568
129676,9296
129887,4400
129887,9374
130842,16032
80547,30700
80547,22044
5299,23231
42277,16559
76977,2249
3814,1951
3814,31255
55089,11376
55089,25321
55089,11360
44235,5406
83110,10611
88365,4951
64496,27686
64496,29595
101857,19087
5909,8718
1268,12024
1268,4798
35486,18899
35486,13931
35486,14207
35486,5889
98950,24255
110343,18348
66926,21759
66926,11447
92684,20328
2702,10217
2510,15793
38210,3447
32836,29050
32836,6963
94267,15363
94267,556
116569,142
116569,23546
135502,4186
135502,6534
112202,17856
68127,24136
68127,17160
68127,3528
64812,21261
64812,19447
158635,18140
67352,8526
67352,29084
67352,13563
128013,19159
1167,26731
11918,13497
11918,7028
11918,2734
11918,24942
550,20349
48535,20609
51402,24024
51402,7124
113966,26925
113966,2039
4295,15660
4295,5716
4295,22757
158809,2746
158809,2634
122287,23726
122287,22264
86165,11284
100729,20414
104127,18780
104127,21404
11578,8413
5559,732
5559,6615
202101,26328
76369,24720
76369,24816
85405,2216
62301,6429
62301,3339
66260,17699
113791,7939
113791,9442
113791,18154
1869,11368
13834,6595
13834,6345
57760,13412
125,14659
71994,1915
43624,27814
2034,19489
2034,21549
4167,26726
4167,580
75456,23383
206285,23803
206285,18597
206285,16688
2209,28194
2831,220
61213,4985
89427,27288
89427,29396
89427,21745
107537,20586
102192,24941
64563,7140
64563,25252
64563,7538
65772,11578
65529,19197
65529,2239
110232,24797
209504,15163
61940,14976
39388,28452
39388,5359
1086,12627
1086,25600
71771,3052
71764,9895
92628,1858
92628,1776
21502,4706
21502,30931
21502,860
61870,8145
16208,22626
16208,7900
96870,212
218351,14738
157062,17573
6445,18356
6445,24740
1547,22421
67063,8783
67063,16800
95730,53
95730,13567
65978,20359
39334,6093
206903,11119
206903,29189
2471,12974
2471,12590
67235,6371
101797,20802
87023,4521
645,28669
645,6389
63039,11151
1444,8718
51675,19562
138561,22567
96989,27552
195926,3554
195926,17817
195926,9287
1789,4568
173,27336
173,27517
3882,11372
89545,26314
95428,11271
95428,656
95428,3944
94421,16093
94421,22028
1236,13528
3720,387
3720,13467
62999,14977
62999,20292
113113,2602
210865,1258
210865,28581
6145,6421
5269,1333
5269,31516
73549,4286
73549,27268
90621,13457
42899,1671
60913,31698
59183,25194
157214,1065
62187,22068
81918,24815
62466,434
62466,31311
79583,4987
79583,243
2818,17284
2818,2512
217710,14496
165,4288
3781,20212
44004,30715
44004,1021
44004,22225
3222,15994
3222,29331
3222,271
13260,6139
1566,19645
1566,2781
1566,1532
115424,6632
43268,14112
60013,18128
123531,8759
41246,16808
72739,17351
63266,4085
6809,22296
75892,11431
118534,31284
78418,18670
50846,12407
98308,15756
98308,28548
48273,10225
76461,22074
74076,10566
74076,14922
35254,14643
35254,6654
133490,7818
579,15490
579,8465
579,16678
102045,19851
2545,3952
14424,3469
14424,20642
62669,10301
114156,25578
62508,11770
62508,21108
62508,13195
62508,15730
3578,15783
219476,796
43393,14581
43393,10343
95825,30758
73199,30758
24123,12105
105465,15856
105465,29622
105465,11351
4028,18723
4028,11913
110173,22910
110173,30833
110173,28117
110173,25139
1754,27083
38919,29564
38919,17561
1912,30347
1912,16624
1912,9333
1912,22015
43243,25128
43243,4132
43243,29544
115538,17797
133439,16575
1638,16901
74253,9239
38242,6585
72603,14520
98137,12227
98137,7515
42862,9336
126436,11294
737,19041
737,408
86365,21168
86365,25208
74317,2612
74317,27445
121462,6367
121462,8859
35268,13278
61429,8425
76715,4400
73175,7053
67493,15702
67493,18748
12544,28921
112486,10945
14544,29152
96687,22872
96687,24324
72396,19819
41064,20560
41064,16164
18395,28747
48318,26732
55216,10268
55216,27103
55216,17208
128008,15547
136739,22109
19887,9582
43059,12790
3484,16664
75074,18343
75074,13238
33155,21094
33155,23644
33155,13754
62524,26431
62524,13707
62524,9021
40058,2449
100605,8869
100605,10731
100605,26465
83961,2136
83961,29504
83961,25026
13894,19972
129565,21481
129565,24310
9780,15130
132380,14604
132380,13894
132380,1357
67073,7986
67073,27031
73061,12351
20214,3002
73610,26975
73610,11918
73610,3946
67015,18085
223666,9925
717,11753
67392,676
139162,10887
109916,21989
47179,4400
128794,31476
128794,28128
128794,15839
94647,7703
94647,7798
248,9826
248,29574
127289,3791
86847,13692
86847,7724
476,21235
476,7324
476,27956
476,31132
8590,8408
8590,22217
8590,15027
8590,26131
30801,19283
544,20593
544,4458
544,25412
30563,30596
11563,26436
7154,1726
7154,13685
10365,27191
67535,14308
94425,18293
94425,31282
72888,28493
35383,11753
14733,28244
53193,18317
53193,29042
6000,469
53007,26408
53007,12308
18109,11174
18109,19313
18109,31805
57261,3888
113330,16458
10496,7315
88050,6476
197434,21072
197434,1593
2141,28186
2141,1160
4803,19183
66405,22222
33620,6708
101977,4232
101977,26499
131431,11649
117909,1390
5352,16406
5352,17251
68950,15363
68950,556
480,28669
480,25681
480,6389
480,17382
82867,13024
19616,17772
213083,28331
13914,18356
13914,5890
123149,8008
197888,26812
197888,25113
202577,24492
81945,16918
3365,703
2312,6075
157161,12677
39715,6352
71624,15572
71624,16434
64683,9239
2689,20698
2689,2643
2689,13180
2689,7260
76496,29401
31424,8539
2035,1966
2538,12541
2538,13963
78508,18477
16893,7688
219748,25588
219748,15689
11096,28857
80058,19352
196412,4719
194807,25951
4564,6937
4564,15994
94954,11551
68997,31276
68997,22199
68997,29696
126914,14716
228963,27447
73257,11313
83265,22951
83265,23573
196586,897
80044,6140
4246,6955
100350,13927
62416,16854
65710,3028
131532,19036
1498,28557
2229,11005
2229,22218
69776,8167
69776,21935
17470,30800
116179,7001
111261,15361
80885,23736
47999,8740
66998,31764
42893,27573
197107,7270
75132,9527
75132,4404
81948,4392
207841,3427
129501,22151
94038,27792
20724,27170
20724,26282
1941,18387
1085,27864
65186,2893
17483,20545
65574,23973
65574,15959
65574,3770
63529,12056
11835,8897
77698,19741
11693,20346
11693,29650
212361,988
212361,9059
2081,12481
619,11037
122692,27792
107056,16227
68945,2204
68945,11693
68945,19958
68945,12934
68945,15297
58838,7226
12260,1483
196268,1675
211116,20813
153642,11094
70897,4762
70897,8994
70897,11941
3471,25784
3471,30800
99737,14080
99737,23383
26103,28075
77156,29969
77156,9232
77156,9074
68737,9565
68737,9352
18545,16457
18545,23025
2690,12039
2690,2587
137883,28400
137883,13987
61592,2578
117896,10878
2823,9598
130578,3876
203614,2612
203614,8113
74685,6906
74685,4073
6177,1010
135237,29188
157726,24349
46388,24743
99480,24168
99480,12384
68248,2487
68248,26743
81665,20985
74024,5863
74024,23803
3043,25491
124073,7383
124073,7853
67371,11339
105622,6470
95121,22931
95121,1971
95121,7770
122169,1681
122169,8377
122169,9064
155548,3156
78087,22724
92925,15247
217699,12355
217699,17512
83074,21505
83074,26998
83074,19292
83074,28413
4351,26048
83062,27438
83062,8557
7224,27305
7224,25177
55664,8387
154861,1292
11329,10059
157282,8004
555,29175
555,23032
61839,8635
48311,17107
65584,25820
72124,640
72124,15999
72124,15963
96161,29553
207024,1540
100913,26727
60750,27317
66855,12415
587,876
6306,26702
43822,11971
31701,27439
89987,7700
3297,11830
3297,27727
50832,19433
50832,29460
21763,5789
2048,3682
17662,16120
13120,29905
92649,28626
92649,7699
11924,393
2344,17170
2344,10217
1448,22384
1448,1831
61011,20635
70742,27099
70742,16476
64800,27840
64800,13014
59174,9852
43018,3511
68272,5878
204241,1161
204241,15373
13086,24763
72645,2585
72645,31672
72645,16498
2265,9666
129621,1980
106348,9511
33965,1861
33965,28380
210107,5876
210107,4221
205272,11828
7460,9239
16321,1355
2045,25325
2045,25734
68187,20252
10167,4146
14614,4932
39674,1114
58283,5398
157064,30424
201124,18475
201124,9593
51823,4506
216289,17007
197078,4311
100033,20737
100033,4598
91980,6859
2059,8565
2059,6507
2059,30922
925,21001
61469,5588
118947,1680
4153,5624
84150,9711
90524,12335
10848,15044
4714,13875
4714,26473
4714,6575
4714,29997
69272,5237
69272,17318
88770,12207
719,2919
70788,4494
70858,29887
70858,12165
5595,7982
96041,23149
49324,1090
98492,6692
4213,24839
66660,27034
66660,5806
66660,8826
66660,16860
66660,12809
4003,20649
79864,26387
81807,21473
139397,14996
63869,2023
63869,10270
63869,6012
63869,29880
72744,15446
72744,23542
85226,13254
74931,9233
34708,11742
155724,27602
155724,15769
155724,28752
262,5337
156878,24998
156878,29317
31035,30785
9103,2369
74647,7886
65136,27940
65136,5777
81180,16834
81180,14534
10118,11165
17324,11448
10808,13975
65852,27481
200861,26924
200861,23515
51036,15222
154911,3070
695,1397
81614,28131
122648,7783
882,23990
157972,11376
61059,1680
61059,30356
73924,23038
73924,25049
73924,16416
124641,22396
64708,31052
64708,1261
112111,18322
2697,495
61157,11667
5258,18625
5258,17227
86546,5876
86546,4221
86546,10566
64093,4917
71717,30329
71717,16875
82855,28835
1270,26583
1270,12980
2666,20952
75523,30682
101531,17029
76092,26641
155278,1661
84310,6710
4530,5908
4530,19043
207371,23088
105052,21973
62318,22755
62318,30055
62318,18455
1937,13303
1937,20346
1937,24218
1937,5888
91605,21606
116155,13528
63072,14689
63072,19763
71148,8062
218532,9199
30958,1106
917,16583
61508,30330
61508,6288
112710,25386
39952,18455
2386,14697
14759,1769
14759,11007
37621,7053
3591,18210
3591,4038
39958,13771
218475,6840
218475,26798
218475,15557
3469,1740
3469,3201
62048,20438
71100,12557
86825,12492
86825,5340
134180,27614
36536,13110
21761,19093
21761,22422
17109,6525
17109,13476
81971,4797
46694,8488
46694,6794
204370,18483
63714,11234
63714,13984
63714,31393
63714,21023
63714,11429
63714,8314
69045,1956
100354,16284
156085,30042
156085,9746
69959,5946
93972,30974
58887,9373
58887,27520
99969,22357
99969,18792
202307,9165
42238,6867
9,25725
78597,23783
96372,1081
96372,22519
135022,26813
49177,1090
123403,4326
13945,4397
116944,13140
79095,17424
79095,30601
79095,3534
76277,7608
492,22768
492,5749
492,6364
3538,26510
3538,10830
66047,4494
102846,15718
3437,21769
8040,17048
8040,26191
63859,29955
63859,26140
758,11572
19802,6583
71096,29834
139609,8920
122182,3451
124185,24339
63839,20788
63839,8028
150,10709
982,29938
42370,29903
42370,30387
42370,22846
9552,13528
79723,9875
70748,12276
70748,20242
70748,21971
12500,4143
89578,26332
854,15586
854,29739
12890,29389
4532,8602
4532,11388
19305,1016
75186,489
367,16858
367,5522
943,29662
218476,2079
75275,19244
75275,13206
129479,9396
1679,28669
1679,677
1679,18580
1679,14331
68406,22017
42194,3715
121460,22660
12158,8016
12158,31694
60563,8912
60563,30849
3752,17284
3752,2518
3752,10459
123128,14877
123128,19594
198090,9977
198090,12733
88227,20194
88227,12181
3574,26828
35092,1684
60586,8785
60586,24527
46353,3161
101666,24148
126829,21890
67507,18669
99486,18158
29574,6927
68726,7487
68726,9372
3357,12022
5339,21549
5339,9968
5398,19341
66094,11626
128567,23088
32231,8129
32806,7996
12505,3470
82143,11600
72954,15234
72954,26380
39604,29534
46848,21061
46848,2927
46848,19759
38848,18181
155623,1627
70972,13363
222117,7807
96928,15776
64049,18115
204852,19881
204852,9357
73648,5571
73648,1531
73648,7032
73648,2531
64541,11018
64541,17423
64541,23243
417,11037
417,27408
59184,14353
59184,19010
65814,61
65814,27539
39255,27990
812,1723
60640,1378
36737,17830
61375,194
61375,30360
4107,743
76062,22589
3511,22554
131830,6428
64711,29347
31370,16071
80070,8282
80070,28516
84007,8037
79090,29950
60742,19881
60742,12161
60742,21995
80626,16112
84962,31202
84962,29654
67242,10251
67242,8270
86968,938
86968,17075
55886,14196
43250,28524
73581,14317
816,376
816,16654
1636,26543
158296,24678
72880,19550
72880,4954
5606,10957
136394,10923
136394,28301
136394,30485
136394,728
136394,21826
51773,7588
51773,2488
51773,21623
106014,30083
106014,8064
14675,26726
14675,580
14675,4848
132960,796
132960,21930
134050,5627
124045,27792
203888,31816
228303,25565
101339,17485
74323,3791
31741,28994
638,22384
638,1831
67877,6623
497,544
59159,19010
87954,2742
39845,6915
1736,6352
1736,25384
44008,30560
44008,23257
44008,26352
81923,7146
67169,23918
70112,30758
89367,12931
125437,30549
125437,9659
46121,18077
7030,9271
203822,2778
3821,10728
138385,14947
486,21796
486,15545
215471,25175
215471,100
37131,22620
16281,29596
3840,10957
3840,23176
67340,22221
67340,4561
155772,19055
15280,21165
16870,29512
1300,31739
8168,7971
8168,30603
8168,21633
1738,13037
21736,19049
21736,29606
21736,26987
21736,5955
21736,28436
51502,450
71152,22395
71152,4991
71152,30287
71152,20592
71152,5380
71152,9870
34921,20039
34921,6920
34921,11229
34921,18565
16953,16348
16953,17944
61740,2036
61740,20756
61740,10991
61740,4936
10141,3078
10141,23797
90746,13043
11838,11256
1890,24522
1890,25337
153269,981
153269,11671
19757,17140
357,25940
357,4485
60319,11939
71356,15400
62553,11844
11054,12127
11054,26614
1589,24264
131808,11944
69329,22172
32776,3487
33565,1868
33565,28490
87890,13890
87890,9133
35993,28519
203202,17351
74538,20365
157014,26229
12152,28589
84363,28148
90492,12340
90492,2091
90492,14897
46431,18158
46657,27830
68891,31709
31623,30826
31623,14176
31623,19217
45277,31819
1022,31047
1022,8757
1022,9485
69490,18840
101400,11011
101400,30350
119374,17279
78101,10580
78101,2245
126698,8927
63436,13652
63436,29
154891,7545
216234,25282
156868,23783
156868,27377
156868,13265
1320,27869
1320,21607
75765,31709
64203,26039
87208,7749
83072,11963
46898,28884
46898,20017
100575,18158
85549,26287
95738,2018
101396,20810
101396,10094
113732,16264
95925,29752
156822,23658
77484,14683
77484,9984
77484,12674
100363,26070
100363,8969
1023,7711
98772,8616
34284,3959
34284,11917
35046,22916
35046,28520
35046,29750
67654,14847
67654,30593
64489,2612
64489,27445
98315,13964
4130,23163
4155,19972
4155,14685
10957,31792
63260,14609
9542,26645
64323,20305
19597,4717
33927,22654
33927,13616
16343,20606
125359,762
125359,17796
61890,30549
61890,28213
61890,3349
60621,26431
60621,13707
51157,8520
6208,18356
203344,24181
78231,13309
212512,20044
212512,25066
91514,23809
111818,21751
111818,3954
63157,26518
100867,14426
100867,26475
69322,11419
35730,6262
78064,14991
78064,7574
67355,20755
62487,23198
155437,699
41731,19220
52387,27469
74778,30532
82338,8271
82338,5719
1094,3130
125527,31806
126326,15932
118546,2765
118546,21746
118546,26807
41733,29545
62504,18962
961,1812
5092,16338
5092,641
118759,18552
11747,16115
83047,22633
623,28549
623,31406
202753,16906
83612,30572
62217,16414
62705,25356
62705,31335
201710,4650
201710,11867
201710,31089
1625,9275
1625,3789
62452,875
62452,26682
11490,15660
11490,15994
11141,26571
66081,11134
66081,19179
62470,4526
80309,24582
7096,17573
17562,18525
17562,3259
107484,26765
2024,13327
75066,10415
1375,3508
124643,14005
61559,11461
2280,3550
27117,17248
70719,13521
70719,27367
109374,29672
83217,29596
83217,4862
6636,16992
91814,24960
91814,26528
1526,703
1526,9741
77059,11600
69121,25282
91198,5694
91198,9117
91198,4731
79640,263
988,13326
739,6139
739,1576
66515,28231
29904,22390
92204,30350
9285,20663
89499,19156
169590,9689
86328,30649
86328,20743
86328,31717
86328,17238
114511,25377
66819,18809
66819,159
199918,16153
199918,17995
199918,21231
199918,2165
199918,22340
69871,4306
69871,29394
225152,9787
61519,28798
138108,3313
138108,28826
57780,4806
57780,11097
122486,24605
122486,19625
99125,26094
2197,13275
17915,29026
88947,11744
32388,3486
62703,22633
13908,28670
95066,9666
15185,8655
3213,28967
11821,12938
11821,4027
11821,23307
11821,20222
11821,29652
81188,3898
133255,31780
79082,3994
79082,29568
7191,14905
18604,16509
18604,12299
70910,19283
92139,12397
68410,22630
14769,17774
14769,15158
14769,25982
14769,19249
62047,14080
62047,29177
62982,21149
62982,25460
62929,21433
121459,30972
31418,6093
31418,4002
1814,27289
96676,20146
39688,18769
1039,18774
1039,20033
32125,3776
32125,28199
5024,6295
5024,9637
157485,22931
86127,2761
86127,19244
73071,1617
73071,16177
73071,7920
33002,12878
33002,11557
33002,22028
196572,15377
62152,75
13268,20114
462,26027
462,9691
93748,7330
93748,29758
93748,22466
79287,16104
61510,20417
61510,6756
90966,4456
68735,424
98887,22141
73078,31134
39299,3012
39299,13100
39299,16197
3316,20349
3349,544
126100,15187
39837,30267
4284,9376
4284,7412
196103,1540
128251,21922
128251,5692
43717,5277
43717,28721
74415,21943
74415,14218
38312,6906
38312,4073
84107,24181
84107,30034
61373,29160
64448,24885
64448,19954
61380,7608
80604,14847
80604,30593
80604,15623
69830,10428
69830,12833
9769,1046
1340,14400
69692,5181
81133,4639
81133,10482
31959,11131
31959,14449
74785,31142
71708,853
209275,28334
54653,29853
10762,2405
64518,27509
89964,26660
60566,13301
60566,10455
65679,23863
104,24568
47711,12696
98039,19335
98039,28528
98039,28297
98039,1157
103310,14988
12479,12261
218268,5167
218268,12856
218268,17125
218268,18519
1734,3318
200850,22754
4683,27597
11667,23526
114898,21749
114893,24591
203282,28136
65656,20908
68518,10383
68518,26853
68518,28084
1990,15582
94661,13853
102376,14943
102376,29976
879,21622
35690,16294
35690,28143
67504,31563
82619,31202
204358,7117
204358,15653
3501,6909
3501,30228
3501,2890
33289,28328
33289,5787
111841,13440
45046,10023
60698,19543
64367,26852
7448,10616
272,1339
272,20989
30704,15673
94598,16238
94598,13862
77548,13558
12306,23637
6536,20754
3068,9598
1012,10014
13777,31119
13777,14120
47093,12978
47093,9283
223589,8977
98522,28504
132306,14174
84534,20596
45890,11963
5246,7627
2428,5592
78107,12698
109377,17946
4650,3971
29009,21837
32090,7294
32090,24712
209751,25559
209751,8355
61777,379
61777,646
61777,29750
61777,6854
88366,20635
4508,11049
202296,13818
202296,28601
4539,28150
25722,5631
527,4242
527,22759
527,10951
65564,31684
3480,1251
3480,14417
94931,8375
15576,30072
75050,20931
75050,13430
6460,4097
31390,284
52645,25532
5035,26482
5035,12127
62883,29223
62883,18786
49422,14343
82139,29008
56497,9271
56497,14627
157525,7635
3783,28669
197929,13440
76600,400
88181,6619
88181,15967
79285,1174
79285,7039
3813,16260
2234,10375
116041,16971
86833,16362
74615,24266
128073,5426
227306,25450
12072,9905
34881,8215
116605,24762
135597,4303
135597,13324
135597,2143
11042,19558
11042,22873
105689,14145
90214,14992
90214,25817
90214,18513
64186,7226
947,21001
203554,30210
226907,11783
226907,4972
7961,25929
157409,29352
157409,12312
69530,26158
216424,3422
95067,8416
95067,23407
59387,6283
124278,20523
124278,30687
124278,31774
18351,12021
59599,24266
106349,13435
106349,11407
62288,2720
67802,23723
68915,28899
82533,29854
135536,12859
135536,25446
135536,24006
135536,29310
61577,4495
61577,2933
225005,24240
225005,18642
225005,13067
33050,7147
66722,27923
66722,22701
11196,2009
66122,24293
196429,10616
94680,13729
94680,9474
78414,255
39367,1354
39367,12946
79070,20747
9883,10957
23545,5379
108351,1864
10838,25037
65166,13274
210095,30980
210095,8554
101501,30875
16934,31275
6137,15243
61224,25890
61224,21664
61224,13048
121806,558
121806,3178
121806,25996
90833,26936
98762,24609
98762,6735
5660,31085
135786,31681
135786,30007
114796,20375
4858,1878
4858,27156
211431,15014
15226,12787
8859,982
83602,24754
3607,23521
106925,12066
42554,24876
5065,24839
10492,18165
129889,28377
2136,26425
2136,3880
65549,13604
11801,15966
11801,14656
38239,8532
156407,5117
5287,4103
5287,8441
129318,27575
129318,19096
196421,27173
70940,13967
70940,6642
131369,3725
131369,22942
123348,4266
123348,4986
123348,22664
129502,4268
78144,24912
9519,7634
19169,18117
1578,18082
1578,910
68347,15876
68347,12756
62453,13604
114641,15254
114641,24880
127527,28213
113774,24912
14131,26846
62412,19128
62411,14618
26725,5717
26725,24649
66695,29230
13398,10455
93479,15060
45018,11667
128676,23695
128676,17023
2980,8659
138525,24380
138525,25827
1865,16732
157936,14054
13819,19367
13819,21810
13819,14533
13819,29190
13819,19789
76345,24764
76345,11749
49482,16975
136397,4754
105276,20684
15935,3470
152344,18318
152344,26605
93960,1546
5618,26418
81999,23023
208953,22194
208953,8411
76949,29558
34235,11326
34235,6400
72482,12944
72482,11737
72482,6000
95837,22290
77772,158
40521,18238
105702,18324
40520,11462
3636,544
73275,2148
73275,25028
73275,21428
73275,13878
73275,13911
73275,17587
4662,1173
79478,10678
79478,28113
100349,13335
100349,28555
225217,8769
65339,10651
65339,554
60550,15250
96775,28581
72562,25451
7282,5773
7282,7969
63853,7608
62727,5863
62727,23803
23652,7412
23652,9376
47144,27676
47144,7256
47144,31116
74500,15947
119731,27077
119731,1032
3133,22538
21738,19049
21738,20276
214258,20510
214258,15707
60652,11785
2812,10805
10748,20114
396,6882
396,24202
62984,30892
62984,4778
49390,5100
34667,3851
101463,16339
197084,1969
157433,14020
62160,11318
62160,3263
5926,18789
70968,23740
70968,19484
62475,29760
87525,25015
155761,15411
120199,25933
120199,20097
120199,19330
120199,14007
80210,17798
2215,4548
73063,21157
37760,31780
37760,24122
2156,13900
41571,23433
90451,24214
156714,21156
156714,31624
220992,17633
